, , , , , , , , , ,CPU,CPU,CPU,CPU,MEMORY,MEMORY,MEMORY,HDD,HDD,HDD,HDD,HDD,HDD,UPS,UPS,UPS,WINDOWS,WINDOWS,WINDOWS,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,EDC_BCA,EDC_BCA,EDC_BCA,EDC_BCA,EDC_MANDIRI,EDC_MANDIRI,EDC_MANDIRI,EDC_MANDIRI,EDC_MTI,EDC_MTI,EDC_MTI,EDC_MTI,PREVENTIF,PREVENTIF,PREVENTIF
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,THVJ,RASUNA SAID/	,01,10.43.7.98,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,2,51,8 GB,8 GB,ADATA LEGEND 850,476 GB,177 GB,300 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",7XCNH-3BCVX-XXV7M-J379V-94TPT,"11/15/2024, 13:52:06",1000 MB/s,0 hari 3 jam 4 menit,55,0.37 Menit,"""10.43.7.98"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.7.98 COM8,5,5,"OFFLINE-2025-09-28 09:16:38-THE DEVICE DOES NOT RECOGNIZE THE COMMAND.
",NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.7.98 COM9,6,1,ONLINE-2025-09-27 20:26:26,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TN2H,GRIYA TAMAN WALET,01,10.43.35.130,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,5,48,8 GB,8 GB,ADATA SX6000LNP,476 GB,101 GB,375 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",DNPY2-2PTC2-FC47K-TB89T-FVWGG,"8/10/2023, 11:03:08",1000 MB/s,0 hari 2 jam 58 menit,59,0.54 Menit,"""10.43.35.130"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.35.131 COM8,29,0,ONLINE-2025-09-27 21:43:53,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.35.131 COM9,2,0,ONLINE-2025-09-28 08:28:40,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T31P,PEKAYON NO 23,01,10.43.48.194,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,5,50,8 GB,8 GB,ADATA LEGEND 850,476 GB,102 GB,375 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,  PT.METRINDO SUPRA SINATRIAWEARNES WA1250EU,"Windows(R), Professional edition:
    The machine is permanently activated.",6QYCM-3N26K-PBP2R-B6R77-GCQW6,"11/15/2024, 13:52:06",1000 MB/s,0 hari 3 jam 6 menit,63,0.57 Menit,"""10.43.48.194"",""172.31.31.1""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.48.194 COM8,4,0,ONLINE-2025-09-28 07:38:39,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.48.194 COM9,1,0,ONLINE-2025-09-27 16:55:21,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TLGY,PASAR LARIS/,01,10.43.38.98,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,3,49,8 GB,8 GB,ADATA SX6000PNP,476 GB,204 GB,272 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",8WRNF-JBRX9-WRM8R-WKTHW-2GYP2,"11/1/2022, 14:01:53",1000 MB/s,0 hari 3 jam 39 menit,83,0.71 Menit,"""10.43.38.98"",""172.31.31.2""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.38.99 COM8,4,0,ONLINE-2025-09-28 08:21:18,NEM:Y(60)|PC2:1-Y|PCO:N|E02:10.43.38.99 COM9,4,0,ONLINE-2025-09-27 20:40:44,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TE67,KEDAUNG BARAT/,01,10.43.241.130,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,5,54,8 GB,8 GB,ADATA SX6000PNP,476 GB,195 GB,281 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",RN2YW-YG74M-T8F6C-P3FGJ-GVKCT,"1/25/2024, 15:23:33",1000 MB/s,0 hari 3 jam 2 menit,74,0.45 Menit,"""10.43.241.130"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.241.130 COM8,12,0,ONLINE-2025-09-28 09:18:36,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.241.130 COM9,3,0,ONLINE-2025-09-28 09:05:40,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TWL5,APARTEMENT ANNORA/,01,10.43.39.98,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,9,46,8 GB,8 GB,ADATA SX6000LNP,476 GB,130 GB,346 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,Prod,"Windows(R), Professional edition:
    The machine is permanently activated.",NGWKR-RV23B-FJJMY-F74VK-2YVJ6,"1/25/2024, 15:23:33",1000 MB/s,0 hari 3 jam 14 menit,56,0.58 Menit,"""10.43.39.98"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.39.98 COM8,6,0,ONLINE-2025-09-27 12:27:26,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.39.98 COM9,10,0,ONLINE-2025-09-27 22:41:23,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TBV9,PLUS ECO GREAT WESTERN/,01,10.43.175.34,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,19,47,8 GB,8 GB,ADATA SX6000LNP,476 GB,218 GB,258 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",TNFGF-MBQ9R-23QHW-D4BY9-Y7WGG,"8/10/2023, 11:03:08",1000 MB/s,0 hari 3 jam 7 menit,58,0.76 Menit,"""10.43.175.34"",""172.31.31.1""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.175.34 COM8,2,3,ONLINE-2025-09-28 08:56:37,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.175.35 COM9,1,0,ONLINE-2025-09-28 08:01:03,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,FU9P,RASUNA SAID PAKOJAN,01,10.43.103.98,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,5,47,8 GB,8 GB,ADATA SX6000PNP,476 GB,204 GB,272 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",9786K-2NVXP-B2WM7-VDRHJ-J8GPT,"1/25/2024, 15:23:33",1000 MB/s,0 hari 2 jam 58 menit,61,0.41 Menit,"""10.43.103.98"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.103.98 COM8,18,0,ONLINE-2025-09-27 18:49:44,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.103.98 COM9,12,0,ONLINE-2025-09-27 17:31:36,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TP65,TENJO/,01,10.43.216.2,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,2,48,8 GB,8 GB,ADATA SX6000PNP,476 GB,123 GB,354 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,  PT.METRINDO SUPRA SINATRIAWEARNES WA1250EU,"Windows(R), Professional edition:
    The machine is permanently activated.",QTNF2-B83YH-HCTVY-37GK8-4VWGG,"8/10/2023, 11:03:08",1000 MB/s,0 hari 2 jam 56 menit,56,0.45 Menit,"""10.43.216.2"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:Y|E01:10.43.216.3 COM8,6,0,ONLINE-2025-09-28 08:47:06,NEM:Y(60)|PC2:0-N|PCO:Y|E02:10.43.216.3 COM9,2,0,ONLINE-2025-09-28 08:06:03,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T6ND,PERMATA BALARAJA,01,10.43.48.226,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G7400,11,47,8 GB,8 GB,ADATA LEGEND 850,476 GB,109 GB,368 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,  PT.METRINDO SUPRA SINATRIAWEARNES WA1250EU,"Windows(R), Professional edition:
    The machine is permanently activated.",C4988-MGN7P-YPY88-RTJ43-C38GG,"11/15/2024, 13:52:06",1000 MB/s,0 hari 3 jam 5 menit,66,0.77 Menit,"""10.43.48.226"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.48.227 COM5,12,0,ONLINE-2025-09-27 19:19:14,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.48.227 COM8,0,1,OFFLINE-2025-09-21 11:07:54-TIDAK TERIMA RESPONSE DARI EDC,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.48.227 COM8,1,0,ONLINE-2025-09-26 21:31:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TAUT,KORELET/,01,10.43.53.162,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,3,47,8 GB,8 GB,ADATA SX6000PNP,476 GB,205 GB,272 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",89XT7-YNP82-VQRC2-VH9RG-XQBP2,"11/1/2022, 15:37:02",1000 MB/s,0 hari 3 jam 35 menit,40,0.62 Menit,"""10.43.53.162"",""172.31.31.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.53.162 COM8,2,0,ONLINE-2025-09-27 08:18:53,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.53.162 COM9,5,0,ONLINE-2025-09-27 12:22:32,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T70E,PLUS SARI BUMI/,01,10.43.34.34,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,4,52,8 GB,8 GB,ADATA SX6000PNP,476 GB,185 GB,291 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",GD27K-NQGV2-FKC7R-DBT8D-GF4TG,"5/25/2023, 11:10:21",1000 MB/s,0 hari 18 jam 33 menit,54,0.54 Menit,"""10.43.34.34""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.34.34 COM8,15,0,ONLINE-2025-09-28 09:20:26,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.34.34 COM9,7,0,ONLINE-2025-09-28 09:10:23,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T5FS,BIOSKOP SANTOSA/,01,10.43.30.226,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,1,52,8 GB,8 GB,ADATA SX6000PNP,476 GB,203 GB,274 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",78CV4-NTJW9-42M97-2MKBR-K4TPT,"8/31/2023, 12:59:44",1000 MB/s,0 hari 3 jam 8 menit,70,0 Menit,"""10.43.30.226"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.30.227 COM8,5,9,ONLINE-2025-09-27 14:44:43,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.30.227 COM9,12,0,ONLINE-2025-09-27 21:26:33,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T7OM,GRIYA SUTERA BALARAJA,01,10.43.37.66,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,7,55,8 GB,8 GB,ADATA SX6000PNP,476 GB,217 GB,259 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 1 Battery_Level: 100%,HJlFiApHpAgAgPk4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",N8J9M-WF34C-Q6JT4-Q7496-QYJGG,"8/10/2023, 11:03:08",1000 MB/s,0 hari 3 jam 4 menit,50,0.47 Menit,"""10.43.37.66"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.37.66 COM8,14,0,ONLINE-2025-09-27 22:00:06,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.37.67 COM9,2,0,ONLINE-2025-09-26 17:39:01,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.37.67 COM9,2,0,ONLINE-2025-09-26 17:39:33,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T7MW,HASYIM ASHARI BANJAR/,01,10.43.62.130,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,11,46,8 GB,8 GB,ADATA SX6000PNP,476 GB,208 GB,268 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",HN8DM-26WYG-GYK8T-VQTGY-WHV22,"11/1/2022, 15:21:07",1000 MB/s,0 hari 3 jam 7 menit,74,0.46 Menit,"""10.43.62.130"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.62.130 COM8,2,0,ONLINE-2025-09-28 07:38:20,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.62.130 COM9,5,0,ONLINE-2025-09-27 16:55:29,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TI1M,RAYA BOJONG NO.5/,01,10.43.14.98,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,12,56,8 GB,8 GB,ADATA SX6000PNP,476 GB,257 GB,220 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",H27JT-FYNFW-CYR7K-8FYB6-VCFTG,"10/4/2023, 09:29:15",1000 MB/s,0 hari 2 jam 52 menit,85,0.44 Menit,"""10.43.14.98""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.14.99 COM8,6,0,ONLINE-2025-09-27 20:35:11,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.14.99 COM9,2,0,ONLINE-2025-09-27 13:04:27,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,FM6H,RAYA KERONCONG PERMAI,01,10.43.32.194,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,5,53,8 GB,8 GB,ADATA SX6000PNP,476 GB,210 GB,267 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 30%,HHhFiHtErAgAgFm4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",7CJVK-N278C-RX22M-4YPK7-HXM6G,"1/25/2024, 15:23:33",1000 MB/s,0 hari 3 jam 11 menit,47,0.34 Menit,"""10.43.32.194"",""172.31.31.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.32.194 COM8,30,0,ONLINE-2025-09-27 22:12:46,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.32.194 COM9,1,0,ONLINE-2025-09-28 07:07:52,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T0DA,RUKO AZORES B17A,01,10.43.34.162,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,4,50,8 GB,8 GB,ADATA SX6000PNP,476 GB,159 GB,318 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,HHtFiDqEhAgAgBn4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",G4PYN-4FYJP-2H6T9-7KCQP-BTDW6,"7/28/2023, 18:17:29",1000 MB/s,0 hari 3 jam 46 menit,70,0.58 Menit,"""10.43.34.162""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.34.162 COM8,29,0,ONLINE-2025-09-27 17:40:34,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.34.162 COM9,7,0,ONLINE-2025-09-27 21:07:19,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TNX6,RAJEG HILLS,01,10.43.34.66,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,9,47,8 GB,8 GB,ADATA SX6000LNP,476 GB,175 GB,301 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,HGhFiCvHkAgAgCr4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",9CJGN-BHC76-DJ29R-MBKTC-CKC2T,"5/5/2023, 10:49:37",1000 MB/s,0 hari 2 jam 56 menit,68,0.46 Menit,"""10.43.34.66""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.34.66 COM8,8,0,ONLINE-2025-09-27 21:05:26,NEM:N(60)|PC2:0-N|PCO:N|E02:10.43.34.66 COM9,0,1,OFFLINE-2025-08-16 15:14:32-TIDAK TERIMA RESPONSE DARI EDC,NEM:N(60)|PC2:0-N|PCO:N|E02:10.43.34.66 COM9,1,0,ONLINE-2025-09-28 08:17:07,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T0VD,RUKO PORIS PARADISE EKLUSIFE B	,01,10.43.30.2,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,22,50,8 GB,8 GB,ADATA SX6000PNP,476 GB,149 GB,327 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",JPVPQ-KN6TF-JDYQ4-KK4P2-DDBP2,"11/2/2022, 08:58:01",1000 MB/s,0 hari 5 jam 7 menit,51,0.31 Menit,"""10.43.30.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.30.2 COM8,4,0,ONLINE-2025-09-28 08:55:34,NEM:N(60)|PC2:0-N|PCO:N|E02:10.43.30.2 COM9,0,9,OFFLINE-2025-08-28 23:47:36-TIDAK TERIMA RESPONSE DARI EDC,NEM:N(60)|PC2:0-N|PCO:N|E02:10.43.30.2 COM9,2,0,ONLINE-2025-09-27 22:25:06,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TZTC,KEDATON 2/,01,10.43.240.2,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,5,49,8 GB,8 GB,ADATA SX6000PNP,476 GB,178 GB,298 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",HTBNC-FXXKC-M9H2J-4BVMF-844C2,"11/2/2022, 10:51:27",1000 MB/s,0 hari 3 jam 10 menit,53,0.61 Menit,"""10.43.240.2"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.240.2 COM8,4,0,ONLINE-2025-09-27 17:35:16,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.240.2 COM9,4,0,ONLINE-2025-09-28 07:53:25,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,F11A,ARCADIA TANGERANG/,01,10.43.217.66,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,16,44,8 GB,8 GB,ADATA SU800,476 GB,114 GB,362 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",927GF-NXPCV-K2V9F-7J9XW-TQ724,"9/25/2024, 12:37:41",1000 MB/s,0 hari 2 jam 53 menit,57,1.03 Menit,"""10.43.217.66"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.217.66 COM8,4,0,ONLINE-2025-09-28 08:30:48,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.217.66 COM9,2,0,ONLINE-2025-09-28 09:08:37,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,T1W8,MELIA RESIDENCE/,01,10.43.214.66,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,6,52,8 GB,8 GB,ADATA SX6000PNP,476 GB,258 GB,218 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",FFJMY-4NDPF-J6HHP-HMHMP-RVV24,"11/27/2022, 08:42:02",1000 MB/s,0 hari 5 jam 8 menit,64,0.31 Menit,"""10.43.214.66""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.214.66 COM8,6,1,ONLINE-2025-09-28 08:21:28,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.214.66 COM9,1,9,ONLINE-2025-09-27 23:03:31,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TH5V,GRIYA PERMATA/,01,10.43.138.226,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,10,52,8 GB,8 GB,ADATA SX6000LNP,476 GB,208 GB,268 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",8VNXM-HTHRH-KJHRK-K7TJJ-JFHJ6:QNWYH-T7G3V-RGHQJ-BJ22G-9KX86,"1/3/2024, 13:46:29",1000 MB/s,0 hari 3 jam 6 menit,53,0.69 Menit,"""10.43.138.226"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:Y|E01:10.43.138.226 COM8,6,0,ONLINE-2025-09-28 08:58:02,NEM:Y(60)|PC2:0-N|PCO:Y|E02:10.43.138.226 COM9,9,0,ONLINE-2025-09-27 16:05:31,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TE7O,BOROBUDUR RAYA/,01,10.43.43.162,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,18,54,8 GB,8 GB,ADATA SX6000PNP,476 GB,236 GB,241 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",R7Y8M-N9K3D-74TGM-P2BDW-VH7J6,"8/10/2023, 11:03:08",1000 MB/s,0 hari 2 jam 56 menit,63,0.52 Menit,"""10.43.43.162"",""172.31.31.1""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.43.163 COM8,4,0,ONLINE-2025-09-28 07:25:23,NEM:Y(60)|PC2:0-Y|PCO:N|E02:10.43.43.163 COM9,5,0,ONLINE-2025-09-28 09:01:03,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:26,G026,TVHD,PURI TAMARIN SEPATAN/,01,10.43.54.162,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,14,46,8 GB,8 GB,ADATA SX6000PNP,476 GB,140 GB,336 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",VN637-X4VF6-VMKBM-FHQX4-FC22T,"6/22/2024, 11:06:09",1000 MB/s,0 hari 3 jam 0 menit,52,0.38 Menit,"""10.43.54.162"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.54.162 COM8,8,0,ONLINE-2025-09-28 09:19:23,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.54.162 COM9,10,0,ONLINE-2025-09-27 19:12:42,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
